0,0,0,0,0,0,11.96,2.6841e+07
0,0,0,0,0,0,0,8.5079e+07
0,0,0,0,0,15.75,25.98,6.5612e+06
0,0,0,0,0,0,0,4.6873e+07
0,0,0,0,0,14.91,8.88,3.2192e+07
0,0,0,0,0,0,0,3.3571e+07
0,0,0,0,0,15.82,21.2,6.9549e+06
0,0,0,0,0,0,0,7.7053e+07
0,0,0,0,0,13.02,14.76,1.0059e+07
0,0,0,0,0,0,0,5.0612e+07
0,0,0,0,0,15.59,21.1,4.5151e+07
0,0,0,0,0,0,0,9.9849e+07
0,0,0,0,0,13.02,14.76,1.0059e+07
0,0,0,0,0,0,0,5.0612e+07
0,0,0,0,0,15.59,21.1,4.5149e+07
0,0,0,0,0,0,0,9.9848e+07
0,0,0,0,0,13.02,14.76,1.0059e+07
0,0,0,0,0,0,0,5.0612e+07
0,0,0,0,0,15.59,21.1,4.5149e+07
0,0,0,0,0,0,0,9.9848e+07
0,0,0,0,0,13.02,14.76,1.0059e+07
0,0,0,0,0,0,0,5.0612e+07
0,0,0,0,0,15.59,21.1,4.5149e+07
0,0,0,0,0,0,0,9.9848e+07
0,0,0,0,0,13.02,14.76,1.0059e+07
0,0,0,0,0,0,0,5.0612e+07
0,0,0,0,0,15.59,21.1,4.5149e+07
0,0,0,0,0,0,0,9.9848e+07
0,0,0,0,0,13.02,14.76,1.0059e+07
0,0,0,0,0,0,0,5.0612e+07
0,0,0,0,0,15.59,21.1,4.5149e+07
0,0,0,0,0,0,0,9.9848e+07
0,0,0,0,0,13.02,14.76,1.0059e+07
0,0,0,0,0,0,0,5.0612e+07
0,0,0,0,0,15.59,21.1,4.5149e+07
0,0,0,0,0,0,0,9.9848e+07
0,0,0,0,0,13.02,14.76,1.0059e+07
0,0,0,0,0,0,0,5.0612e+07
0,0,0,0,0,15.59,21.1,4.5149e+07
0,0,0,0,0,0,0,9.9848e+07
0,0,0,0,0,13.02,14.76,1.0059e+07
0,0,0,0,0,0,0,5.0612e+07
0,0,0,0,0,15.59,21.1,4.5149e+07
0,0,0,0,0,0,0,1.3726e+07
0,0,0,0,0,0,0,10
0,0,0,0,0,0,0,10
0,0,0,0,0,0,0,10
0,0,0,0,0,0,0,10
0,0,0,0,0,0,0,10
0,0,0,0,0,0,0,10
0,0,0,0,0,0,0,10
0,0,0,0,0,0,0,10
0,0,0,0,0,0,0,10
0,0,0,0,0,0,0,10
0,0,0,0,0,0,0,10
0,0,0,0,0,0,0,10
0,0,0,0,0,0,0,10
0,0,0,0,0,0,0,10
0,0,0,0,0,0,0,10
0,0,0,0,0,0,0,10
0,0,0,0,0,0,0,10
0,0,0,0,0,0,0,10
0,0,0,0,0,0,0,10
0,0,0,0,0,0,0,10
0,0,0,0,0,0,0,10
0,0,0,0,0,0,0,10
0,0,0,0,0,0,0,10
0,0,0,0,0,0,0,10
0,0,0,0,0,0,0,10
0,0,0,0,0,0,0,10
0,0,0,0,0,0,0,10
0,0,0,0,0,0,0,10
0,0,0,0,0,0,0,10
0,0,0,0,0,0,0,10
0,0,0,0,0,0,0,10
0,0,0,0,0,0,0,10
0,0,0,0,0,0,0,10
0,0,0,0,0,0,0,10
0,0,0,0,0,0,0,10
0,0,0,0,0,0,0,10
0,0,0,0,0,0,0,10
0,0,0,0,0,0,0,10
0,0,0,0,0,0,0,10
0,0,0,0,0,0,0,10
0,0,0,0,0,0,0,10
0,0,0,0,0,0,0,10
0,0,0,0,0,0,0,10
0,0,0,0,0,0,0,10
0,0,0,0,0,0,0,10
0,0,0,0,0,0,0,10
0,0,0,0,0,0,0,10
0,0,0,0,0,0,0,10
0,0,0,0,0,0,0,10
0,0,0,0,0,0,0,10
0,0,0,0,0,0,0,10
0,0,0,0,0,0,0,10
0,0,0,0,0,0,0,10
0,0,0,0,0,0,0,10
0,0,0,0,0,0,0,10
0,0,0,0,0,0,0,10
